,0,rf,adb,bag,ext,gbt
0,1,0.729166666667,0.6875,0.770833333333,0.75,0.729166666667
1,11,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.75
2,21,0.75,0.729166666667,0.75,0.8125,0.770833333333
3,31,0.75,0.729166666667,0.770833333333,0.770833333333,0.8125
4,41,0.8125,0.729166666667,0.791666666667,0.770833333333,0.791666666667
5,51,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.791666666667
6,61,0.75,0.729166666667,0.791666666667,0.791666666667,0.75
7,71,0.75,0.729166666667,0.791666666667,0.791666666667,0.770833333333
8,81,0.8125,0.729166666667,0.770833333333,0.770833333333,0.770833333333
9,91,0.8125,0.729166666667,0.770833333333,0.770833333333,0.75
10,101,0.791666666667,0.708333333333,0.791666666667,0.8125,0.75
11,111,0.75,0.729166666667,0.770833333333,0.770833333333,0.770833333333
12,121,0.770833333333,0.708333333333,0.791666666667,0.770833333333,0.791666666667
13,131,0.770833333333,0.729166666667,0.770833333333,0.791666666667,0.75
14,141,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.75
15,151,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.833333333333
16,161,0.75,0.729166666667,0.770833333333,0.791666666667,0.75
17,171,0.791666666667,0.75,0.791666666667,0.791666666667,0.75
18,181,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.75
19,191,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.770833333333
20,201,0.770833333333,0.729166666667,0.791666666667,0.791666666667,0.75
21,211,0.791666666667,0.75,0.791666666667,0.770833333333,0.75
22,221,0.75,0.75,0.791666666667,0.770833333333,0.770833333333
23,231,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.770833333333
24,241,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.770833333333
25,251,0.791666666667,0.729166666667,0.770833333333,0.791666666667,0.75
26,261,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.770833333333
27,271,0.770833333333,0.729166666667,0.791666666667,0.791666666667,0.770833333333
28,281,0.791666666667,0.729166666667,0.791666666667,0.791666666667,0.75
29,291,0.770833333333,0.729166666667,0.770833333333,0.770833333333,0.770833333333
30,301,0.8125,0.729166666667,0.791666666667,0.770833333333,0.75
31,311,0.791666666667,0.729166666667,0.770833333333,0.791666666667,0.75
32,321,0.791666666667,0.75,0.791666666667,0.791666666667,0.770833333333
33,331,0.770833333333,0.75,0.791666666667,0.770833333333,0.75
34,341,0.8125,0.75,0.791666666667,0.791666666667,0.75
35,351,0.8125,0.75,0.791666666667,0.770833333333,0.75
36,361,0.770833333333,0.75,0.791666666667,0.791666666667,0.75
37,371,0.770833333333,0.75,0.791666666667,0.791666666667,0.770833333333
38,381,0.770833333333,0.75,0.791666666667,0.770833333333,0.75
39,391,0.770833333333,0.75,0.791666666667,0.770833333333,0.770833333333
40,401,0.8125,0.770833333333,0.791666666667,0.770833333333,0.75
41,411,0.770833333333,0.75,0.791666666667,0.791666666667,0.770833333333
42,421,0.770833333333,0.75,0.770833333333,0.770833333333,0.770833333333
43,431,0.770833333333,0.75,0.791666666667,0.770833333333,0.75
44,441,0.770833333333,0.75,0.791666666667,0.770833333333,0.75
45,451,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
46,461,0.770833333333,0.770833333333,0.791666666667,0.791666666667,0.75
47,471,0.791666666667,0.75,0.791666666667,0.770833333333,0.770833333333
48,481,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.791666666667
49,491,0.791666666667,0.729166666667,0.791666666667,0.770833333333,0.770833333333
50,501,0.770833333333,0.729166666667,0.791666666667,0.770833333333,0.770833333333
